날짜,마켓,순위,판매처,상품명(모델명),제조사(브랜드),CPU,VGA,메모리,SSD,OS,디스플레이,정상가,판매가,혜택가,쿠폰/카드혜택,URL
2026-07-20,지마켓,38,G마켓,MI 레노버 LOQ 15ARP10E 83S000E3KR SSD 1TB,Lenovo,,integrated,,1TB,,,,1737460,1737460,,https://link.gmarket.co.kr/gate/pcs?item-no=4758387140&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-20,지마켓,41,G마켓,HP HP 옴니북3 15-fc0731AU 15.6인치 FHD 최신 AI 노트북 AMD Ryzen7 7730U 8GB 256GB 가벼운 노트북,HP,RYZEN7 7730U,integrated,8GB,256GB,,15.6인치,,659370,659370,,https://link.gmarket.co.kr/gate/pcs?item-no=4599422459&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-20,지마켓,47,G마켓,애플 맥북 프로 2020 13인치 i7 A2251 16GB 512GB SSD 스페이스그레이,Apple,I7,integrated,16GB,512GB,,13인치,,549000,549000,,https://link.gmarket.co.kr/gate/pcs?item-no=4785076875&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-20,지마켓,48,G마켓,HP HP 프로북 450 G8 11세대 i5-1135G7 램16G NVME256G 15.6인치 윈도11프로 사무용 가정용,HP,I5,integrated,,,,15.6인치,,478080,478080,,https://link.gmarket.co.kr/gate/pcs?item-no=4758525560&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-20,지마켓,51,G마켓,MI 레노버 씽크북 16AHP G9 R7 AI WIN11,Lenovo,,integrated,,,WIN 11 HOME,,,1428910,1428910,,https://link.gmarket.co.kr/gate/pcs?item-no=4759672762&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-20,지마켓,52,G마켓,MI 레노버 LOQ 15ARP10E 83S000E3KR RAM 32GB,Lenovo,,integrated,32GB,,,,,1898960,1898960,,https://link.gmarket.co.kr/gate/pcs?item-no=4758387229&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-20,지마켓,55,G마켓,애플 2025 맥북 에어 M4 칩 15인치 16GB 통합 메모리 256GB SSD 저장장치 하늘색 재생품,Apple,,integrated,16GB,256GB,,15인치,,1603980,1603980,,https://link.gmarket.co.kr/gate/pcs?item-no=4790629043&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-20,지마켓,57,G마켓,레노버 씽크패드 L14 Gen2 20X1S07200 i7 16GB 256GB 14인치 1,Lenovo,I7,integrated,16GB,256GB,,14인치,,495900,495900,,https://link.gmarket.co.kr/gate/pcs?item-no=4805530260&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-20,지마켓,60,G마켓,델 인스피론 7559 i7 16G 256G GTX960 WIN10 게이밍 중고 노트북,Dell,I7,integrated,,,Windows,,,390040,390040,,https://link.gmarket.co.kr/gate/pcs?item-no=4739565412&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-20,지마켓,61,G마켓,레노버 레노버 씽크패드 X390 i5 16G 512G 윈11 터치스크린 중고 노트북,Lenovo,I5,integrated,,,,,,485100,485100,,https://link.gmarket.co.kr/gate/pcs?item-no=4607041206&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-20,지마켓,68,G마켓,기가바이트 기가바이트 Gaming A16 3VH 라이젠 AMD R7 지포스 RTX5060 16GB 512GB QHD 게이밍 노트북,Gigabyte,,RTX5060,16GB,512GB,,,,1704470,1704470,,https://link.gmarket.co.kr/gate/pcs?item-no=4468443102&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-20,지마켓,71,G마켓,기가바이트 GIGABYTE AERO X16 AI7LED (루나 화이트),Gigabyte,,integrated,,,,,,2083330,2083330,,https://link.gmarket.co.kr/gate/pcs?item-no=4650668033&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-20,지마켓,72,G마켓,레노버 레노버 씽크패드 P14s Gen5 21G2S00N00,Lenovo,,integrated,,,,,,2194110,2194110,,https://link.gmarket.co.kr/gate/pcs?item-no=4805560316&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-20,지마켓,76,G마켓,애플 맥북에어13 M5 CPU10코어 GPU10코어 램16GB SSD512GB 실버,Apple,,integrated,16GB,512GB,,,,1928500,1928500,,https://link.gmarket.co.kr/gate/pcs?item-no=4806437313&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-20,지마켓,77,G마켓,HP HP PROBOOK 450 G2 인강용 사무용 중고 노트북,HP,,integrated,,,,,,203840,203840,,https://link.gmarket.co.kr/gate/pcs?item-no=4355097887&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-20,지마켓,78,G마켓,레노버 아이디어패드 Slim3-15ITL6 82H803BUKR i7 16GB 256GB,Lenovo,I7,integrated,16GB,256GB,,,,418760,418760,,https://link.gmarket.co.kr/gate/pcs?item-no=4798570911&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-20,지마켓,79,G마켓,애플 맥북 프로 2020 13인치 M1 A2338 8GB 256GB SSD 스페이스그레이,Apple,,integrated,8GB,256GB,,13인치,,769000,769000,,https://link.gmarket.co.kr/gate/pcs?item-no=4785306928&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-20,지마켓,82,G마켓,HP HP ENVY 15-AS002TU i5 8G 256G 사무용 중고 노트북,HP,I5,integrated,,,,,,248920,248920,,https://link.gmarket.co.kr/gate/pcs?item-no=3491496517&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-20,지마켓,83,G마켓,레노버 레노버 씽크패드 X390 i7 램16GB NVMe256GB 윈11 중고 노트북,Lenovo,I7,integrated,16GB,256GB,,,,428910,428910,,https://link.gmarket.co.kr/gate/pcs?item-no=4680692222&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-20,지마켓,87,G마켓,델 DELL 인스피론 16 DN7620A-UB03KR,Dell,,integrated,,,,,,2084350,2084350,,https://link.gmarket.co.kr/gate/pcs?item-no=4746708876&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-20,지마켓,89,G마켓,레노버 Lenovo T14 Gen 2 i5-11세대 16GB 256GB 윈도우 11 프로,Lenovo,I5,integrated,16GB,256GB,,,,449000,449000,,https://link.gmarket.co.kr/gate/pcs?item-no=4739389864&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-20,지마켓,92,G마켓,기가바이트 GIGABYTE AERO X16 AI7LEA (스페이스 그레이),Gigabyte,,integrated,,,,,,2083330,2083330,,https://link.gmarket.co.kr/gate/pcs?item-no=4650668080&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-20,지마켓,98,G마켓,델 XPS 13 9350 Ultra5 226V Arc그래픽 16GB 512GB FHD+ W11H,Dell,ULTRA5 226V,Intel Arc,16GB,512GB,,,,1965000,1965000,,https://link.gmarket.co.kr/gate/pcs?item-no=4707068699&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-20,지마켓,100,G마켓,에이수스 ASUS TUF Gaming A15 FA506NCR-HN001,ASUS,,integrated,,,,,,1719900,1719900,,https://link.gmarket.co.kr/gate/pcs?item-no=4376852401&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-20,네이버,1,베이직스 스토어,베이직북16 사무용 가벼운 노트북 인강용 업무용 영상편집 윈도우11 16GB/512GB,Basics,,integrated,16GB,512GB,,,,858000,858000,,https://smartstore.naver.com/main/products/11149376385
2026-07-20,네이버,4,베이직스 스토어,베이직북14 사무용 가벼운 노트북 업무용 인강용 싼 저가 윈도우11 8GB/256GB,Basics,,integrated,8GB,256GB,,,,598000,598000,,https://smartstore.naver.com/main/products/6873474215
2026-07-20,네이버,5,제이 씨앤에스,레노버 노트북 슬림3 라이젠 R5 WUXGA win11 포토샵 사무용 인강용 대학생,Lenovo,,integrated,,,WIN 11 HOME,,,679000,679000,,https://smartstore.naver.com/main/products/9984164470
2026-07-20,네이버,7,노트북전문파트너점,HP 노트북 AMD R5 8GB 256GB Win11 대학생 인강용 직장인 주식용 사무용,HP,,integrated,8GB,256GB,WIN 11 HOME,,,619000,619000,,https://smartstore.naver.com/main/products/12813277904
2026-07-20,네이버,11,베이직스 스토어,베이직북16 Pro 노트북 사무용 업무용 가벼운 영상편집 게이밍 16GB/512GB,Basics,,integrated,16GB,512GB,,,,998000,998000,,https://smartstore.naver.com/main/products/12954624034
2026-07-20,네이버,20,창이로운,ASUS 노트북 비보북15 라이젠5 8GB 256GB 윈도우11 대학생 인강용 사무용,ASUS,라이젠5,integrated,8GB,256GB,,,,629000,629000,,https://smartstore.naver.com/main/products/11577222869
2026-07-20,네이버,22,창이로운,레노버 노트북 슬림3 라이젠5 8GB SSD256GB 윈도우11 대학생 인강용 사무용,Lenovo,라이젠5,integrated,8GB,256GB,,,,679000,679000,,https://smartstore.naver.com/main/products/10404517814
2026-07-20,네이버,26,노트북전문파트너점,HP 주식용 노트북 AMD R5 8GB 256GB WIN11 저렴한 휴대용 사무용 대학생용,HP,,integrated,8GB,256GB,WIN 11 HOME,,,629000,629000,,https://smartstore.naver.com/main/products/12375856351
2026-07-20,네이버,29,베이직스 스토어,베이직북14 사무용 가벼운 노트북 인강용 업무용 저가 싼 윈도우11 16GB/512GB,Basics,,integrated,16GB,512GB,,,,758000,758000,,https://smartstore.naver.com/main/products/11341640636
2026-07-20,네이버,31,네이버,"Apple 맥북 에어 15 2026년 M5 CPU 10코어/ GPU 10코어 RAM 16GB, 512GB",Apple,,integrated,16GB,512GB,,,,2379980,2379980,,https://search.shopping.naver.com/catalog/59142358555
2026-07-20,네이버,32,카인드스토어몰,ASUS 노트북 라이젠5 AI 8GB NVMe256GB win11 업무용 영상편집 사무용 대학생 인강용,ASUS,라이젠5,integrated,8GB,256GB,WIN 11 HOME,,,629000,629000,,https://smartstore.naver.com/main/products/11859352437
2026-07-20,네이버,33,카인드스토어몰,HP 노트북 사무용 포토샵 대학생 직장인 사무용 가벼운 인강용 기본 8GB 256GB win11,HP,,integrated,8GB,256GB,WIN 11 HOME,,,619000,619000,,https://smartstore.naver.com/main/products/9433755618
2026-07-20,네이버,34,베이직스 스토어,베이직스 베이직북 MS office 16 Pro 사무용 업무용 고사양 노트북 16/512,Basics,,integrated,,,,,,1128000,1128000,,https://smartstore.naver.com/main/products/13110930712
2026-07-20,네이버,36,베이직스 스토어,베이직스 베이직북16 노트북 사무용 16인치 업무용 인강용 영상편집 저가 8GB/256GB,Basics,,integrated,8GB,256GB,,16인치,,698000,698000,,https://smartstore.naver.com/main/products/11065832613
2026-07-20,네이버,39,스피드썬,2026년 레노버 노트북 V15 고성능 사무용 가성비 노트북 인텔코어i5 16G램 DDR5,Lenovo,,integrated,,,,,,879000,879000,,https://smartstore.naver.com/main/products/10498775122
2026-07-20,네이버,43,노트북전문파트너점,ASUS 비보북 AMD R5 150 8GB 256GB Win11 노트북 주식 사무용 대학생,ASUS,,integrated,8GB,256GB,WIN 11 HOME,,,629000,629000,,https://smartstore.naver.com/main/products/13269269353
2026-07-20,네이버,44,네이버,"마이크로소프트 서피스 프로 12인치 스냅드래곤 X 플러스 8코어 RAM 16GB, 256GB",Microsoft,스냅드래곤 X,integrated,16GB,256GB,,12인치,,1619100,1619100,,https://search.shopping.naver.com/catalog/58176388644
2026-07-20,네이버,45,베이직스 스토어,베이직북16 Ultra 노트북 울트라5 12GB 512GB 윈도우11 사무용 업무용 게이밍,Basics,,integrated,12GB,512GB,,,,1289000,1289000,,https://smartstore.naver.com/main/products/13655846168
2026-07-20,네이버,46,베이직스 스토어,베이직북16 노트북 MS오피스 16GB 512GB 윈도우11 사무용 가벼운 업무용 인강용,Basics,,integrated,16GB,512GB,,,,988000,988000,,https://smartstore.naver.com/main/products/12873676450
2026-07-20,네이버,52,베이직스 스토어,베이직북16 Pro 노트북 라이젠5 16GB 256GB WIN11 사무용 업무용 가벼운,Basics,라이젠5,integrated,16GB,256GB,WIN 11 HOME,,,898000,898000,,https://smartstore.naver.com/main/products/12954611511
2026-07-20,네이버,54,-저스트필-,[대여] 게이밍 노트북 렌탈 임대 렌트 사무용 단기 초고사양 노트북 1일,MSI,,integrated,,,,,,9000,9000,,https://smartstore.naver.com/main/products/6725769045
2026-07-20,네이버,55,베이직스 스토어,베이직북16 Ultra 노트북 MS오피스 코어 울트라 5 12/512 사무용 업무용 게이밍,Basics,,integrated,,,,,,1419000,1419000,,https://smartstore.naver.com/main/products/13661254845
2026-07-20,네이버,60,네이버,"Apple 맥북 네오 A18 Pro CPU 6코어/ GPU 5코어 RAM 8GB, 512GB",Apple,,integrated,8GB,512GB,,,,1348300,1348300,,https://search.shopping.naver.com/catalog/59153094785
2026-07-20,네이버,67,네이버,"Apple 맥북 프로 14 2026년 M5 Pro CPU 15코어/ GPU 16코어 RAM 24GB, 1TB",Apple,,integrated,24GB,1TB,,,,3860400,3860400,,https://search.shopping.naver.com/catalog/59142358542
2026-07-20,네이버,76,베이직스 스토어,베이직북16 Ultra 노트북 울트라5 12GB 256GB 윈도우11 사무용 업무용 게이밍,Basics,,integrated,12GB,256GB,,,,1189000,1189000,,https://smartstore.naver.com/main/products/13655832045
2026-07-20,네이버,80,다원누리스토어,ASUS 비보북15 라이젠 R5 윈도우11 재택근무 싼 노트북,ASUS,,integrated,,,,,,629000,629000,,https://smartstore.naver.com/main/products/12453213442
2026-07-20,네이버,81,베이직스 스토어,베이직북16 Ultra 노트북 한컴오피스 코어 울트라 5 12 256 사무용 업무용 게이밍,Basics,,integrated,,,,,,1228800,1228800,,https://smartstore.naver.com/main/products/13661297477
2026-07-20,네이버,82,수인 스토어,HP 오멘 16 게이밍 노트북 인텔 i7 RTX5070 그래픽작업용 게임용 학생 인터넷 강의용 고성능 노트북,HP,I7,RTX5070,,,,,,2399000,2399000,,https://smartstore.naver.com/main/products/7123493916
2026-07-20,네이버,87,베이직스 스토어,베이직북14 노트북 한컴오피스 14인치 8GB 256GB 사무용 가벼운 업무용 인강용,Basics,,integrated,8GB,256GB,,14인치,,637800,637800,,https://smartstore.naver.com/main/products/13646941423
2026-07-20,네이버,89,킹프라이스,[대여] 노트북 렌탈 게이밍 MSI GF76 i7-13세대 16/512 RTX4060 임대 대여 7일,MSI,I7,RTX4060,,,,,,39000,39000,,https://smartstore.naver.com/main/products/7446535107
2026-07-20,네이버,90,네이버,"Apple 맥북 에어 13 2026년 M5 CPU 10코어/ GPU 8코어 RAM 16GB, 512GB",Apple,,integrated,16GB,512GB,,,,2089830,2089830,,https://search.shopping.naver.com/catalog/59142057643
2026-07-20,네이버,95,라이프웍스,ASUS TUF A18 게이밍 노트북 라이젠7 RTX5070 대학생 영상편집 오버워치 배그,ASUS,라이젠7,RTX5070,,,,,,2399000,2399000,,https://smartstore.naver.com/main/products/12381694894
2026-07-20,네이버,97,아서렌탈,[대여]사무용 노트북 i5 렌탈 렌트 임대 단기 고사양 업무용 7일,MSI,I5,integrated,,,,,,18900,18900,,https://smartstore.naver.com/main/products/6509112474
2026-07-20,네이버,99,유노이아스토어2023,ASUS 노트북 라이젠 램8G NVMe512G WIN11 업무용 사무용 대학생 인강용,ASUS,,integrated,,,WIN 11 HOME,,,665000,665000,,https://smartstore.naver.com/main/products/12381844532
