날짜,마켓,순위,판매처,상품명(모델명),제조사(브랜드),CPU,VGA,메모리,SSD,OS,디스플레이,정상가,판매가,혜택가,쿠폰/카드혜택,URL
2026-06-29,지마켓,22,G마켓,애플 애플 맥북네오 2026 256GB,Apple,,integrated,256GB,,,,,1310850,1310850,,https://link.gmarket.co.kr/gate/pcs?item-no=4713515036&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-29,지마켓,25,G마켓,기가바이트 기가바이트 Gaming A16 3WHD 라이젠 R7 RTX5070 지포스 게이밍 노트북 QHD,Gigabyte,,RTX5070,,,,,,2949000,2949000,,https://link.gmarket.co.kr/gate/pcs?item-no=4468443188&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-29,지마켓,26,G마켓,기가바이트 기가바이트 Gaming A16 3VH 라이젠 AMD R7 RTX5060 지포스 게이밍 노트북 QHD,Gigabyte,,RTX5060,,,,,,1899000,1899000,,https://link.gmarket.co.kr/gate/pcs?item-no=4468443102&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-29,지마켓,34,G마켓,레노버 씽크패드 P53 i7-9750H 쿼드로 T2000 RAM 16G / SSD 240G,Lenovo,I7-9750H,integrated,,,,,,578200,578200,,https://link.gmarket.co.kr/gate/pcs?item-no=4790864461&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-29,지마켓,35,G마켓,아수스 젠북 14 OLED UX3405MA 코어울트라7 16GB 512GB 13,ASUS,,integrated,16GB,512GB,,,,1193640,1193640,,https://link.gmarket.co.kr/gate/pcs?item-no=4784161893&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-29,지마켓,37,G마켓,기가바이트 GIGABYTE AERO X16 1VH 93KRC94A(스페이스 그레이),Gigabyte,,integrated,,,,,,2149000,2149000,,https://link.gmarket.co.kr/gate/pcs?item-no=4427754714&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-29,지마켓,39,G마켓,레노버 레노버 씽크패드 X1 카본 i5 8GB 사무용 인강용 중고 노트북,Lenovo,I5,integrated,8GB,,,,,310860,310860,,https://link.gmarket.co.kr/gate/pcs?item-no=4355119391&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-29,지마켓,43,G마켓,MSI MSI GF76 HX B14WFK-i7 QHD/ 윈11 /마우스 /재고보유,MSI,I7,integrated,,,,,,1802260,1802260,,https://link.gmarket.co.kr/gate/pcs?item-no=4481539354&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-29,지마켓,53,G마켓,애플 애플 맥북네오 2026 512GB,Apple,,integrated,512GB,,,,,1538600,1538600,,https://link.gmarket.co.kr/gate/pcs?item-no=4713540699&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-29,지마켓,54,G마켓,MI 레노버 씽크북 16AHP G9 R7 AI WIN11,Lenovo,,integrated,,,WIN 11 HOME,,,1371020,1371020,,https://link.gmarket.co.kr/gate/pcs?item-no=4759672762&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-29,지마켓,55,G마켓,MI 레노버 LOQ 15ARP10E 83S000E3KR RAM 32GB,Lenovo,,integrated,32GB,,,,,1549580,1549580,,https://link.gmarket.co.kr/gate/pcs?item-no=4758387229&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-29,지마켓,60,G마켓,MSI MSI 사이보그 15 B2RWFKG-C7 윈11 램32G교체/재고보유,MSI,,integrated,,,,,,1885680,1885680,,https://link.gmarket.co.kr/gate/pcs?item-no=4720961381&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-29,지마켓,61,G마켓,MSI MSI 사이보그 15 B2RWEKG-C5/윈11 SSD1T교체/재고보유,MSI,,integrated,,,,,,1393890,1393890,,https://link.gmarket.co.kr/gate/pcs?item-no=4715888810&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-29,지마켓,62,G마켓,에이수스 ASUS 비보북17 X1704VA-AU1041 어 5 120U 512GB 16GB 17인치 대화면 180도 힌지,ASUS,,integrated,512GB,,,17인치,,1049000,1049000,,https://link.gmarket.co.kr/gate/pcs?item-no=3510204623&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-29,지마켓,68,G마켓,애플 맥북에어13 M4 CPU10코어 GPU8코어 램16GB SSD256GB 스카이블루,Apple,,integrated,16GB,256GB,,,,1364160,1364160,,https://link.gmarket.co.kr/gate/pcs?item-no=4788233690&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-29,지마켓,69,G마켓,애플 맥북프로16 M4프로 CPU14코어 GPU20코어 램24GB SSD512GB 블랙,Apple,,integrated,24GB,512GB,,,,2763600,2763600,,https://link.gmarket.co.kr/gate/pcs?item-no=4784161977&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-29,지마켓,70,G마켓,레노버 14인치 씽크패드 X1 Yoga Gen7 I5-1240P 미사용 리퍼 노트북,Lenovo,I5-1240P,integrated,,,,14인치,,1499000,1499000,,https://link.gmarket.co.kr/gate/pcs?item-no=4730512228&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-29,지마켓,73,G마켓,레노버 노트북 씽크패드 T460s 6세대 8G 256G 흰멍 커버금,Lenovo,,integrated,,,,,,179450,179450,,https://link.gmarket.co.kr/gate/pcs?item-no=3506276402&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-29,지마켓,74,G마켓,애플 맥북프로14 M3프로 CPU11코어 GPU14코어 램18GB SSD512GB 블랙,Apple,,integrated,18GB,512GB,,,,2031630,2031630,,https://link.gmarket.co.kr/gate/pcs?item-no=4772054007&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-29,지마켓,77,G마켓,애플 맥북에어13 M3 CPU 8코어 GPU 10코어 램 16GB SSD 512GB 블루,Apple,,integrated,16GB,512GB,,,,1415200,1415200,,https://link.gmarket.co.kr/gate/pcs?item-no=4760813180&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-29,지마켓,80,G마켓,레노버 레노버 아이디어패드 Slim3 15ARP R5-7533HS OLED 가성비 노트북,Lenovo,,integrated,,,,,,859000,859000,,https://link.gmarket.co.kr/gate/pcs?item-no=4623684498&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-29,지마켓,84,G마켓,델 델 프로 15 에센셜 PV15250-UB02KR 코어3 16GB/512GB/FD FHD,Dell,,integrated,16GB,512GB,,,,985020,985020,,https://link.gmarket.co.kr/gate/pcs?item-no=4667058366&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-29,지마켓,86,G마켓,애플 맥북프로 14 M5 Pro CPU 15코어 GPU 16코어 RAM 24GB 1TB MGDR4KH/A,Apple,,integrated,24GB,1TB,,,,3822000,3822000,,https://link.gmarket.co.kr/gate/pcs?item-no=4760070290&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-29,지마켓,93,G마켓,에이수스 ASUS ROG 제피러스 G16 GU606AW-TB130W 인텔 U9-386H 지포스 RTX5080 OLED 게이밍 노트북,ASUS,,RTX5080,,,,,,7999000,7999000,,https://link.gmarket.co.kr/gate/pcs?item-no=4710614134&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-29,지마켓,98,G마켓,애플 맥북 프로 2019 16인치 i9 A2141 32GB 512GB SSD 스페이스그레이,Apple,I9,integrated,32GB,512GB,,16인치,,799000,799000,,https://link.gmarket.co.kr/gate/pcs?item-no=4785295323&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-29,지마켓,99,G마켓,레노버 씽크패드 X1 카본 Gen10 i7 16GB 512GB 14인치 노트북,Lenovo,I7,integrated,16GB,512GB,,14인치,,944720,944720,,https://link.gmarket.co.kr/gate/pcs?item-no=4736193066&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-29,지마켓,100,G마켓,애플 맥북 프로 2020 13인치 i7 A2251 16GB 512GB SSD 스페이스그레이,Apple,I7,integrated,16GB,512GB,,13인치,,549000,549000,,https://link.gmarket.co.kr/gate/pcs?item-no=4785076875&sub-id=1003&service-code=10000003&lcd=100000002
2026-06-29,네이버,5,베이직스 스토어,베이직스 베이직북16 노트북 사무용 16인치 업무용 인강용 영상편집 저가 8GB/256GB,Basics,,integrated,8GB,256GB,,16인치,,698000,698000,,https://smartstore.naver.com/main/products/11065832613
2026-06-29,네이버,7,베이직스 스토어,베이직북16 사무용 가벼운 노트북 인강용 업무용 영상편집 윈도우11 16GB/512GB,Basics,,integrated,16GB,512GB,,,,858000,858000,,https://smartstore.naver.com/main/products/11149376385
2026-06-29,네이버,8,제이 씨앤에스,레노버 노트북 슬림3 라이젠 R5 WUXGA win11 포토샵 사무용 인강용 대학생,Lenovo,,integrated,,,WIN 11 HOME,,,649000,649000,,https://smartstore.naver.com/main/products/9984164470
2026-06-29,네이버,15,네이버,"Apple 맥북 프로 14 2026년 M5 Pro CPU 15코어/ GPU 16코어 RAM 24GB, 1TB",Apple,,integrated,24GB,1TB,,,,3997000,3997000,,https://search.shopping.naver.com/catalog/59142358543
2026-06-29,네이버,16,네이버,"Apple 맥북 에어 15 2026년 M5 CPU 10코어/ GPU 10코어 RAM 16GB, 512GB",Apple,,integrated,16GB,512GB,,,,3010000,3010000,,https://search.shopping.naver.com/catalog/59142358555
2026-06-29,네이버,20,노트북전문파트너점,ASUS 주식용 노트북 AMD R5 150 8GB 256GB Win11 사무용 대학생 코딩,ASUS,,integrated,8GB,256GB,WIN 11 HOME,,,599000,599000,,https://smartstore.naver.com/main/products/13269269353
2026-06-29,네이버,21,카인드스토어몰,HP 노트북 사무용 포토샵 대학생 직장인 사무용 가벼운 인강용 기본 8GB 256GB win11,HP,,integrated,8GB,256GB,WIN 11 HOME,,,569000,569000,,https://smartstore.naver.com/main/products/9433755618
2026-06-29,네이버,27,베이직스 스토어,베이직북14 사무용 가벼운 노트북 인강용 업무용 저가 싼 윈도우11 16GB/512GB,Basics,,integrated,16GB,512GB,,,,758000,758000,,https://smartstore.naver.com/main/products/11341640636
2026-06-29,네이버,28,노트북전문파트너점,HP 주식용 노트북 AMD R5 8GB 256GB WIN11 저렴한 휴대용 사무용 대학생용,HP,,integrated,8GB,256GB,WIN 11 HOME,,,629000,629000,,https://smartstore.naver.com/main/products/12375856351
2026-06-29,네이버,29,카인드스토어몰,ASUS 노트북 라이젠5 AI 8GB NVMe256GB win11 업무용 영상편집 사무용 대학생 인강용,ASUS,라이젠5,integrated,8GB,256GB,WIN 11 HOME,,,599000,599000,,https://smartstore.naver.com/main/products/11859352437
2026-06-29,네이버,31,베이직스 스토어,베이직북16 Pro 노트북 사무용 업무용 가벼운 영상편집 게이밍 16GB/512GB,Basics,,integrated,16GB,512GB,,,,998000,998000,,https://smartstore.naver.com/main/products/12954624034
2026-06-29,네이버,36,노트북전문파트너점,HP 노트북 AMD R5 8GB 256GB Win11 대학생 인강용 직장인 주식용 사무용,HP,,integrated,8GB,256GB,WIN 11 HOME,,,599000,599000,,https://smartstore.naver.com/main/products/12813277904
2026-06-29,네이버,38,창이로운,ASUS 노트북 비보북15 라이젠5 8GB 256GB 윈도우11 대학생 인강용 사무용,ASUS,라이젠5,integrated,8GB,256GB,,,,599000,599000,,https://smartstore.naver.com/main/products/11577222869
2026-06-29,네이버,41,베이직스 스토어,베이직스 베이직북 MS office 16 Pro 사무용 업무용 고사양 노트북 16/512,Basics,,integrated,,,,,,1128000,1128000,,https://smartstore.naver.com/main/products/13110930712
2026-06-29,네이버,51,창이로운,레노버 노트북 슬림3 라이젠5 8GB SSD256GB 윈도우11 대학생 인강용 사무용,Lenovo,라이젠5,integrated,8GB,256GB,,,,649000,649000,,https://smartstore.naver.com/main/products/10404517814
2026-06-29,네이버,57,베이직스 스토어,베이직스 베이직북16 Pro 노트북 윈도우11 사무용 업무용 영상편집 16GB/256GB,Basics,,integrated,16GB,256GB,,,,898000,898000,,https://smartstore.naver.com/main/products/12954611511
2026-06-29,네이버,59,베이직스 스토어,베이직북14 사무용 가벼운 노트북 업무용 인강용 싼 저가 윈도우11 8GB/256GB,Basics,,integrated,8GB,256GB,,,,598000,598000,,https://smartstore.naver.com/main/products/6873474215
2026-06-29,네이버,62,네이버,"Apple 맥북 프로 14 2025년 M5 CPU 10코어/ GPU 10코어 RAM 16GB, 1TB",Apple,,integrated,16GB,1TB,,,,2999000,2999000,,https://search.shopping.naver.com/catalog/57249725324
2026-06-29,네이버,76,스피드썬,2026년 레노버 노트북 V15 고성능 사무용 가성비 노트북 인텔코어i5 16G램 DDR5,Lenovo,,integrated,,,,,,879000,879000,,https://smartstore.naver.com/main/products/10498775122
2026-06-29,네이버,77,네이버,"Apple 맥북 네오 A18 Pro CPU 6코어/ GPU 5코어 RAM 8GB, 256GB",Apple,,integrated,8GB,256GB,,,,1189000,1189000,,https://search.shopping.naver.com/catalog/59153094780
2026-06-29,네이버,88,-저스트필-,[대여] 게이밍 노트북 렌탈 임대 렌트 사무용 단기 초고사양 노트북 1일,MSI,,integrated,,,,,,9000,9000,,https://smartstore.naver.com/main/products/6725769045
2026-06-29,네이버,93,수인 스토어,HP 오멘 16 게이밍 노트북 인텔 i7 RTX5070 그래픽작업용 게임용 학생 인터넷 강의용 고성능 노트북,HP,I7,RTX5070,,,,,,2099000,2099000,,https://smartstore.naver.com/main/products/7123493916
2026-06-29,네이버,94,다원누리스토어,ASUS 비보북15 라이젠 R5 윈도우11 재택근무 싼 노트북,ASUS,,integrated,,,,,,599000,599000,,https://smartstore.naver.com/main/products/12453213442
2026-06-29,네이버,96,네이버,"ASUS Zenbook A14 UX3407QA-SB 16GB, 512GB",ASUS,,integrated,16GB,512GB,,,,1497000,1497000,,https://search.shopping.naver.com/catalog/58697959801
2026-06-29,네이버,97,네이버,"Apple 맥북 에어 13 2026년 M5 CPU 10코어/ GPU 8코어 RAM 16GB, 512GB",Apple,,integrated,16GB,512GB,,,,2290000,2290000,,https://search.shopping.naver.com/catalog/59142057643
